order_id,customer_id,return_reason,return_status
42699,674,Duplicate Order,Not Accepted
42700,490,Not as Expected,Not Accepted
42708,1149,Wrong Item,Not Accepted
42716,398,Found a Better Price,Not Accepted
42725,3117,Quality Issues,Not Accepted
42738,2856,Size/Fit Issues,Not Accepted
42752,887,Not as Expected,Not Accepted
42758,1083,Defective,Not Accepted
42769,1351,Wrong Item,Not Accepted
42780,2648,Too Expensive,Not Accepted
42839,592,Wrong Item,Not Accepted
42847,3007,Damaged,Delivered
42850,3729,Damaged,Not Accepted
42851,2789,Too Expensive,Sent
42854,306,Changed Mind,Delivered
42866,1932,Duplicate Order,Not Accepted
42879,2853,Wrong Item,Not Accepted
42885,3162,Found a Better Price,Not Accepted
42896,246,Duplicate Order,Delivered
42915,3952,Duplicate Order,Not Accepted
42918,2645,Quality Issues,Sent
42919,112,Duplicate Order,Not Accepted
42936,1513,Not as Expected,Not Accepted
42943,293,Changed Mind,Not Accepted
42951,3795,Found a Better Price,Not Accepted
42963,2190,Wrong Item,Not Accepted
42965,1635,Damaged,Not Accepted
42966,590,Duplicate Order,Delivered
42968,1667,Size/Fit Issues,Not Accepted
42973,1787,Duplicate Order,Not Accepted
42977,626,Changed Mind,Not Accepted
42978,3437,Duplicate Order,Not Accepted
42980,3519,Changed Mind,Not Accepted
42998,19,Found a Better Price,Not Accepted
43000,3510,Quality Issues,Not Accepted
43001,1838,Size/Fit Issues,Delivered
43020,107,Size/Fit Issues,Not Accepted
43024,1393,Found a Better Price,Delivered
43040,2748,Changed Mind,Not Accepted
43041,1721,Changed Mind,Delivered
43050,2072,Wrong Item,Not Accepted
43053,2241,Too Expensive,Not Accepted
43081,298,Duplicate Order,Sent
43083,3853,Defective,Delivered
43099,3138,Too Expensive,Delivered
43112,3069,Duplicate Order,Delivered
43116,2686,Wrong Item,Not Accepted
43125,52,Changed Mind,Not Accepted
43126,205,Too Expensive,Delivered
43127,3203,Wrong Item,Delivered
43133,2990,Duplicate Order,Registered
43166,3121,Found a Better Price,Delivered
43181,379,Not as Expected,Delivered
43200,972,Defective,Delivered
43201,152,Size/Fit Issues,Delivered
43214,1700,Duplicate Order,Registered
43243,988,Changed Mind,Not Accepted
43245,1422,Duplicate Order,Delivered
43252,3601,Wrong Item,Received
43253,2378,Found a Better Price,Sent
43281,140,Damaged,Not Accepted
43282,1852,Damaged,Not Accepted
43286,2449,Damaged,Registered
43289,1742,Size/Fit Issues,Delivered
43290,2571,Damaged,Delivered
43319,2583,Defective,Delivered
43326,2411,Quality Issues,Not Accepted
43343,3745,Wrong Item,Delivered
43350,168,Found a Better Price,Not Accepted
43358,1485,Quality Issues,Delivered
43376,677,Damaged,Delivered
43380,2296,Duplicate Order,Sent
43381,3802,Quality Issues,Delivered
43387,48,Size/Fit Issues,Not Accepted
43398,3534,Quality Issues,Not Accepted
43405,3707,Defective,Not Accepted
43406,4005,Defective,Not Accepted
43418,3836,Found a Better Price,Delivered
43421,3306,Duplicate Order,Not Accepted
43434,1952,Quality Issues,Not Accepted
43468,2866,Duplicate Order,Delivered
43471,90,Wrong Item,Not Accepted
43478,2882,Wrong Item,Sent
43484,535,Not as Expected,Not Accepted
43488,3987,Defective,Delivered
43490,2669,Damaged,Not Accepted
43499,308,Wrong Item,Not Accepted
43516,1009,Too Expensive,Received
43553,2642,Size/Fit Issues,Delivered
43554,2517,Quality Issues,Not Accepted
43581,2837,Damaged,Delivered
43585,2119,Quality Issues,Delivered
43588,2266,Found a Better Price,Not Accepted
43612,2178,Too Expensive,Not Accepted
43633,3545,Found a Better Price,Delivered
43634,1280,Not as Expected,Not Accepted
43646,451,Damaged,Not Accepted
43673,782,Damaged,Delivered
43677,35,Not as Expected,Delivered
43715,3554,Changed Mind,Delivered
43722,3681,Not as Expected,Delivered
43780,318,Found a Better Price,Not Accepted
43789,848,Changed Mind,Delivered
43791,702,Not as Expected,Delivered
43808,119,Not as Expected,Not Accepted
43832,218,Quality Issues,Not Accepted
43836,600,Too Expensive,Delivered
43842,672,Not as Expected,Delivered
43846,2533,Defective,Not Accepted
43847,242,Too Expensive,Received
43867,3843,Quality Issues,Delivered
43895,1625,Quality Issues,Received
43907,3570,Damaged,Delivered
43913,3512,Damaged,Delivered
43935,425,Found a Better Price,Registered
43940,938,Too Expensive,Not Accepted
43945,3395,Quality Issues,Not Accepted
43947,575,Not as Expected,Delivered
43948,1191,Too Expensive,Not Accepted
43969,3979,Wrong Item,Delivered
43970,265,Damaged,Registered
43971,302,Changed Mind,Delivered
43972,860,Not as Expected,Not Accepted
43990,627,Defective,Delivered
43996,939,Wrong Item,Delivered
43997,2121,Quality Issues,Not Accepted
43998,3177,Quality Issues,Delivered
44007,1980,Too Expensive,Delivered
44013,141,Too Expensive,Delivered
44035,560,Duplicate Order,Delivered
44038,926,Changed Mind,Not Accepted
44056,2236,Size/Fit Issues,Sent
44064,3301,Not as Expected,Delivered
44067,2906,Too Expensive,Sent
44068,236,Damaged,Not Accepted
44074,3834,Defective,Delivered
44076,2813,Damaged,Not Accepted
44088,72,Too Expensive,Not Accepted
44110,3779,Quality Issues,Not Accepted
44113,1523,Found a Better Price,Delivered
44125,2164,Duplicate Order,Delivered
44145,1062,Size/Fit Issues,Not Accepted
44152,3806,Too Expensive,Delivered
44153,596,Too Expensive,Not Accepted
44167,2573,Too Expensive,Not Accepted
44171,763,Too Expensive,Not Accepted
44177,1982,Quality Issues,Not Accepted
44190,2049,Defective,Registered
44202,2289,Defective,Received
44218,3164,Damaged,Sent
44238,1130,Not as Expected,Registered
44288,1879,Too Expensive,Not Accepted
44304,819,Too Expensive,Delivered
44306,2381,Damaged,Not Accepted
44311,1345,Wrong Item,Registered
44312,3867,Defective,Delivered
44324,3792,Defective,Not Accepted
44328,1679,Duplicate Order,Not Accepted
44345,1376,Damaged,Delivered
44346,2054,Defective,Not Accepted
44354,2898,Not as Expected,Not Accepted
44365,615,Wrong Item,Not Accepted
44389,2943,Defective,Delivered
44431,1532,Not as Expected,Delivered
44442,2097,Size/Fit Issues,Delivered
44453,348,Quality Issues,Delivered
44466,3325,Found a Better Price,Not Accepted
44476,2109,Damaged,Delivered
44506,2370,Damaged,Delivered
44507,2494,Damaged,Delivered
44509,301,Duplicate Order,Not Accepted
44518,3241,Damaged,Not Accepted
44532,197,Found a Better Price,Not Accepted
44534,3399,Quality Issues,Not Accepted
44540,3313,Damaged,Registered
44544,2732,Not as Expected,Not Accepted
44545,2024,Damaged,Delivered
44549,3147,Size/Fit Issues,Delivered
44554,688,Quality Issues,Sent
44555,1053,Wrong Item,Not Accepted
44572,1088,Wrong Item,Delivered
44589,654,Found a Better Price,Delivered
44590,135,Quality Issues,Delivered
44595,3487,Size/Fit Issues,Delivered
44605,2367,Too Expensive,Not Accepted
44631,2493,Changed Mind,Delivered
44633,1495,Defective,Delivered
44636,763,Wrong Item,Not Accepted
44637,769,Duplicate Order,Delivered
44643,3882,Defective,Delivered
44661,1498,Damaged,Received
44669,139,Size/Fit Issues,Delivered
44682,2808,Damaged,Delivered
44689,3682,Wrong Item,Delivered
44701,1383,Damaged,Not Accepted
44702,2086,Wrong Item,Not Accepted
44704,1259,Size/Fit Issues,Delivered
44712,475,Too Expensive,Delivered
44733,1808,Damaged,Not Accepted
44736,2856,Damaged,Delivered
44753,3508,Damaged,Delivered
44767,3452,Quality Issues,Not Accepted
44780,3550,Damaged,Not Accepted
44783,106,Not as Expected,Delivered
44792,610,Duplicate Order,Delivered
44797,94,Quality Issues,Not Accepted
44826,1250,Quality Issues,Delivered
44844,117,Wrong Item,Not Accepted
44845,2252,Defective,Not Accepted
44861,2045,Defective,Not Accepted
44889,3,Found a Better Price,Not Accepted
44890,2301,Duplicate Order,Not Accepted
44922,2760,Wrong Item,Sent
44938,687,Not as Expected,Delivered
44947,1697,Found a Better Price,Not Accepted
44968,974,Duplicate Order,Delivered
44992,2422,Size/Fit Issues,Not Accepted
45007,2794,Changed Mind,Not Accepted
45014,3467,Wrong Item,Not Accepted
45016,3876,Too Expensive,Not Accepted
45041,2786,Damaged,Not Accepted
45063,3619,Defective,Delivered
45071,2829,Not as Expected,Sent
45080,2905,Changed Mind,Delivered
45094,78,Not as Expected,Delivered
45117,2107,Size/Fit Issues,Not Accepted
45119,2399,Quality Issues,Delivered
45120,915,Found a Better Price,Not Accepted
45126,1504,Too Expensive,Not Accepted
45127,1968,Wrong Item,Received
45140,1605,Found a Better Price,Delivered
45151,3158,Wrong Item,Delivered
45177,1867,Damaged,Not Accepted
45204,2027,Defective,Delivered
45215,3877,Too Expensive,Not Accepted
45237,3693,Damaged,Delivered
45252,78,Size/Fit Issues,Delivered
45261,3393,Too Expensive,Not Accepted
45274,1043,Damaged,Not Accepted
45276,1190,Too Expensive,Not Accepted
45278,2575,Changed Mind,Not Accepted
45291,2558,Damaged,Delivered
45305,282,Quality Issues,Not Accepted
45306,2748,Damaged,Delivered
45337,2212,Size/Fit Issues,Sent
45340,3872,Not as Expected,Delivered
45367,163,Too Expensive,Received
45374,324,Not as Expected,Not Accepted
45376,2410,Duplicate Order,Delivered
45384,911,Damaged,Delivered
45386,3093,Damaged,Not Accepted
45401,3876,Quality Issues,Not Accepted
45429,349,Changed Mind,Delivered
45484,3491,Found a Better Price,Delivered
45485,2056,Defective,Delivered
45496,302,Defective,Delivered
45514,399,Not as Expected,Registered
45517,3722,Duplicate Order,Not Accepted
45524,1428,Defective,Received
45537,2624,Damaged,Not Accepted
45550,2953,Found a Better Price,Not Accepted
45551,2482,Quality Issues,Delivered
45554,75,Duplicate Order,Delivered
45558,1085,Wrong Item,Delivered
45575,2796,Defective,Not Accepted
45576,1934,Quality Issues,Not Accepted
45577,3395,Size/Fit Issues,Delivered
45587,1782,Wrong Item,Not Accepted
45601,3952,Quality Issues,Sent
45602,2613,Defective,Not Accepted
45606,1331,Found a Better Price,Delivered
45622,3279,Defective,Delivered
45634,3207,Not as Expected,Delivered
45656,3609,Quality Issues,Not Accepted
45675,404,Duplicate Order,Not Accepted
45677,2346,Size/Fit Issues,Delivered
45692,160,Damaged,Delivered
45712,2993,Wrong Item,Delivered
45720,3313,Wrong Item,Registered
45725,1481,Changed Mind,Delivered
45730,2772,Defective,Delivered
45747,2817,Found a Better Price,Delivered
45755,1484,Not as Expected,Not Accepted
45759,1880,Quality Issues,Delivered
45760,2679,Duplicate Order,Delivered
45764,1129,Not as Expected,Not Accepted
45769,3727,Too Expensive,Not Accepted
45771,2306,Changed Mind,Not Accepted
45773,381,Too Expensive,Not Accepted
45778,1620,Damaged,Delivered
45787,1186,Found a Better Price,Not Accepted
45795,140,Not as Expected,Delivered
45807,713,Found a Better Price,Delivered
45834,3525,Changed Mind,Delivered
45852,643,Quality Issues,Delivered
45859,1267,Changed Mind,Not Accepted
45869,10,Not as Expected,Sent
45874,1852,Defective,Delivered
45876,996,Damaged,Not Accepted
45877,3771,Defective,Not Accepted
45903,1144,Defective,Not Accepted
45914,2829,Quality Issues,Sent
45932,3347,Wrong Item,Delivered
45933,1857,Found a Better Price,Delivered
45939,2018,Damaged,Delivered
45943,1468,Found a Better Price,Delivered
45951,3802,Wrong Item,Not Accepted
45954,3474,Damaged,Delivered
45976,1372,Not as Expected,Delivered
45978,804,Defective,Delivered
45985,2776,Not as Expected,Not Accepted
45993,502,Quality Issues,Not Accepted
46008,3037,Defective,Delivered
46022,1966,Quality Issues,Delivered
46060,3108,Changed Mind,Not Accepted
46061,3720,Wrong Item,Not Accepted
46062,1427,Too Expensive,Delivered
46069,3805,Changed Mind,Delivered
46085,75,Size/Fit Issues,Not Accepted
46102,2310,Not as Expected,Delivered
46103,2022,Changed Mind,Delivered
46148,2694,Size/Fit Issues,Delivered
46161,3772,Defective,Delivered
46170,788,Quality Issues,Delivered
46172,843,Damaged,Not Accepted
46187,1444,Not as Expected,Delivered
46191,483,Size/Fit Issues,Not Accepted
46192,2168,Not as Expected,Delivered
46195,2861,Size/Fit Issues,Not Accepted
46209,3214,Found a Better Price,Delivered
46212,751,Changed Mind,Not Accepted
46214,2797,Defective,Not Accepted
46217,1602,Damaged,Not Accepted
46220,1649,Changed Mind,Not Accepted
46224,260,Changed Mind,Registered
46229,2931,Defective,Received
46242,980,Damaged,Not Accepted
46248,2862,Size/Fit Issues,Not Accepted
46252,651,Wrong Item,Delivered
46255,3899,Defective,Not Accepted
46260,569,Too Expensive,Delivered
46261,3837,Defective,Delivered
46273,710,Not as Expected,Delivered
46309,2578,Found a Better Price,Not Accepted
46319,2067,Defective,Delivered
46326,2791,Damaged,Registered
46350,468,Duplicate Order,Delivered
46354,3621,Changed Mind,Delivered
46395,1154,Not as Expected,Not Accepted
46396,782,Not as Expected,Delivered
46397,648,Changed Mind,Not Accepted
46430,3431,Duplicate Order,Received
46434,312,Duplicate Order,Not Accepted
46435,1707,Too Expensive,Not Accepted
46443,662,Defective,Not Accepted
46452,3508,Wrong Item,Delivered
46454,2881,Wrong Item,Delivered
46455,3868,Too Expensive,Not Accepted
46466,2998,Too Expensive,Delivered
46478,1706,Quality Issues,Not Accepted
46483,694,Found a Better Price,Delivered
46502,1173,Not as Expected,Not Accepted
46526,1348,Wrong Item,Not Accepted
46527,2929,Not as Expected,Not Accepted
46542,312,Duplicate Order,Delivered
46560,3068,Too Expensive,Not Accepted
46565,610,Size/Fit Issues,Delivered
46566,3089,Found a Better Price,Delivered
46569,1872,Size/Fit Issues,Not Accepted
46580,2620,Too Expensive,Not Accepted
46587,1153,Wrong Item,Delivered
46607,3092,Not as Expected,Delivered
46623,255,Duplicate Order,Delivered
46636,3130,Damaged,Delivered
46639,1727,Defective,Delivered
46640,112,Damaged,Sent
46645,2707,Quality Issues,Delivered
46648,3678,Duplicate Order,Delivered
46654,3647,Too Expensive,Not Accepted
46656,646,Found a Better Price,Not Accepted
46660,3519,Wrong Item,Delivered
46663,1215,Quality Issues,Delivered
46666,3802,Not as Expected,Delivered
46669,1802,Damaged,Delivered
46670,1751,Found a Better Price,Delivered
46676,746,Duplicate Order,Delivered
46686,2156,Not as Expected,Delivered
46687,196,Quality Issues,Not Accepted
46702,3511,Too Expensive,Delivered
46704,2918,Duplicate Order,Not Accepted
46705,2649,Not as Expected,Not Accepted
46724,1719,Wrong Item,Delivered
46730,2469,Damaged,Sent
46744,2025,Changed Mind,Delivered
46768,799,Size/Fit Issues,Delivered
46781,898,Size/Fit Issues,Not Accepted
46785,243,Duplicate Order,Delivered
46787,1163,Size/Fit Issues,Delivered
46789,877,Wrong Item,Sent
46791,2094,Not as Expected,Received
46792,1439,Quality Issues,Not Accepted
46798,2137,Size/Fit Issues,Delivered
46799,2199,Not as Expected,Not Accepted
46810,2013,Wrong Item,Delivered
46814,2619,Defective,Not Accepted
46821,1089,Quality Issues,Not Accepted
46837,1883,Duplicate Order,Sent
46845,1665,Size/Fit Issues,Not Accepted
46863,3310,Not as Expected,Received
46865,2197,Size/Fit Issues,Delivered
46885,759,Changed Mind,Delivered
46894,2902,Found a Better Price,Not Accepted
46898,2245,Too Expensive,Delivered
46905,3129,Defective,Delivered
46911,10,Found a Better Price,Registered
46918,1930,Quality Issues,Not Accepted
46929,2048,Changed Mind,Not Accepted
46957,769,Too Expensive,Not Accepted
46965,561,Defective,Delivered
46966,1504,Wrong Item,Received
46967,118,Defective,Registered
46975,122,Duplicate Order,Delivered
47001,661,Duplicate Order,Received
47020,3863,Too Expensive,Not Accepted
47031,1526,Damaged,Delivered
47043,2137,Found a Better Price,Received
47049,1642,Changed Mind,Delivered
47060,2881,Defective,Not Accepted
47061,260,Quality Issues,Sent
47063,789,Changed Mind,Delivered
47064,422,Damaged,Not Accepted
47066,3337,Too Expensive,Received
47071,999,Not as Expected,Not Accepted
47076,499,Found a Better Price,Not Accepted
47099,1740,Size/Fit Issues,Not Accepted
47107,2287,Duplicate Order,Not Accepted
47119,2561,Quality Issues,Delivered
47120,195,Too Expensive,Not Accepted
47129,2561,Damaged,Not Accepted
47137,1737,Found a Better Price,Delivered
47147,2018,Defective,Not Accepted
47157,1494,Damaged,Not Accepted
47161,3001,Not as Expected,Not Accepted
47170,1286,Damaged,Delivered
47180,228,Damaged,Delivered
47211,3897,Defective,Not Accepted
47217,1718,Quality Issues,Not Accepted
47221,1577,Defective,Not Accepted
47234,1620,Quality Issues,Delivered
47238,3712,Not as Expected,Delivered
47241,899,Found a Better Price,Delivered
47242,1483,Too Expensive,Not Accepted
47269,168,Found a Better Price,Registered
47270,3961,Wrong Item,Not Accepted
47271,3352,Changed Mind,Not Accepted
47276,2616,Changed Mind,Not Accepted
47281,1705,Too Expensive,Not Accepted
47290,2928,Damaged,Delivered
47295,818,Damaged,Delivered
47296,3991,Not as Expected,Delivered
47315,2004,Too Expensive,Not Accepted
47324,2652,Not as Expected,Not Accepted
47325,3554,Defective,Not Accepted
47336,1572,Too Expensive,Registered
47345,1684,Size/Fit Issues,Sent
47357,3038,Size/Fit Issues,Received
47360,1711,Found a Better Price,Not Accepted
47364,2106,Too Expensive,Delivered
47376,1927,Found a Better Price,Not Accepted
47393,20,Found a Better Price,Delivered
47409,3873,Changed Mind,Delivered
47410,2280,Not as Expected,Not Accepted
47414,3388,Wrong Item,Not Accepted
47433,1406,Size/Fit Issues,Delivered
47463,2794,Found a Better Price,Delivered
47476,3291,Too Expensive,Not Accepted
47490,63,Damaged,Delivered
47500,587,Defective,Not Accepted
47512,1335,Duplicate Order,Registered
47520,1471,Not as Expected,Registered
47521,2608,Size/Fit Issues,Received
47545,2222,Defective,Sent
47547,801,Defective,Delivered
47552,1140,Too Expensive,Delivered
47593,1672,Size/Fit Issues,Delivered
47603,3354,Size/Fit Issues,Registered
47612,1602,Not as Expected,Received
47618,3421,Found a Better Price,Not Accepted
47640,2769,Size/Fit Issues,Delivered
47671,1453,Found a Better Price,Not Accepted
47687,1207,Not as Expected,Delivered
47693,3094,Quality Issues,Registered
47697,2944,Too Expensive,Delivered
47705,1704,Duplicate Order,Delivered
47708,1111,Too Expensive,Delivered
47718,3057,Wrong Item,Sent
47719,2710,Defective,Delivered
47724,1219,Damaged,Not Accepted
47725,2160,Damaged,Delivered
47743,3939,Found a Better Price,Delivered
47751,1300,Found a Better Price,Not Accepted
47752,2666,Defective,Delivered
47778,2642,Wrong Item,Sent
47795,1204,Damaged,Received
47815,1659,Found a Better Price,Not Accepted
47831,2458,Not as Expected,Not Accepted
47840,377,Too Expensive,Not Accepted
47844,3607,Defective,Not Accepted
47845,223,Not as Expected,Not Accepted
47849,3235,Changed Mind,Delivered
47856,3385,Size/Fit Issues,Delivered
47871,2200,Wrong Item,Not Accepted
47877,3010,Quality Issues,Delivered
47878,604,Size/Fit Issues,Received
47879,2464,Size/Fit Issues,Received
47883,2385,Changed Mind,Not Accepted
47895,740,Damaged,Sent
47941,249,Changed Mind,Not Accepted
47978,3867,Found a Better Price,Not Accepted
48000,2738,Duplicate Order,Not Accepted
48014,308,Size/Fit Issues,Delivered
48024,2779,Changed Mind,Delivered
48033,3357,Wrong Item,Not Accepted
48037,3774,Wrong Item,Not Accepted
48040,1645,Quality Issues,Delivered
48046,930,Quality Issues,Delivered
48050,883,Too Expensive,Not Accepted
48056,456,Damaged,Delivered
48075,2527,Found a Better Price,Delivered
48076,819,Defective,Not Accepted
48078,1516,Quality Issues,Delivered
48086,649,Defective,Delivered
48091,2733,Changed Mind,Not Accepted
48100,135,Not as Expected,Delivered
48106,993,Not as Expected,Not Accepted
48108,143,Duplicate Order,Registered
48112,12,Damaged,Delivered
48145,42,Too Expensive,Delivered
48165,248,Quality Issues,Delivered
48176,37,Size/Fit Issues,Delivered
48180,1446,Wrong Item,Not Accepted
48183,3331,Quality Issues,Received
48193,1791,Changed Mind,Not Accepted
48196,1508,Defective,Delivered
48208,3322,Duplicate Order,Delivered
48222,3606,Defective,Delivered
48227,3632,Defective,Registered
48232,2984,Wrong Item,Delivered
48249,1456,Not as Expected,Not Accepted
48257,1241,Changed Mind,Not Accepted
48266,153,Not as Expected,Not Accepted
48275,1527,Size/Fit Issues,Delivered
48277,2903,Found a Better Price,Delivered
48283,900,Defective,Delivered
48292,562,Damaged,Registered
48300,4288,Defective,Delivered
48307,4108,Defective,Delivered
48325,4126,Not as Expected,Not Accepted
48358,1384,Defective,Not Accepted
48364,1752,Duplicate Order,Delivered
48370,177,Found a Better Price,Delivered
48375,34,Duplicate Order,Not Accepted
48395,3158,Defective,Delivered
48401,3170,Damaged,Not Accepted
48415,4182,Not as Expected,Not Accepted
48419,916,Defective,Registered
48421,1656,Duplicate Order,Delivered
48424,2074,Wrong Item,Registered
48425,1208,Changed Mind,Not Accepted
48436,1075,Wrong Item,Not Accepted
48471,3215,Changed Mind,Sent
48480,1277,Duplicate Order,Not Accepted
48495,741,Found a Better Price,Sent
48504,1818,Wrong Item,Delivered
48511,2849,Not as Expected,Delivered
48544,4302,Size/Fit Issues,Not Accepted
48560,1699,Changed Mind,Not Accepted
48569,4009,Size/Fit Issues,Delivered
48594,1428,Damaged,Not Accepted
48601,4010,Too Expensive,Not Accepted
48613,1472,Duplicate Order,Not Accepted
48618,2763,Defective,Delivered
48631,136,Wrong Item,Not Accepted
48632,1977,Defective,Delivered
48636,4417,Duplicate Order,Not Accepted
48641,3311,Found a Better Price,Delivered
48649,2543,Wrong Item,Delivered
48657,707,Defective,Not Accepted
48660,4010,Found a Better Price,Sent
48664,3601,Duplicate Order,Not Accepted
48677,1779,Quality Issues,Delivered
48684,3890,Not as Expected,Delivered
48699,1575,Size/Fit Issues,Delivered
48708,3581,Found a Better Price,Not Accepted
48748,2977,Duplicate Order,Delivered
48799,261,Defective,Not Accepted
48810,3273,Found a Better Price,Delivered
48817,3553,Wrong Item,Sent
48819,4731,Damaged,Delivered
48820,2204,Defective,Not Accepted
48855,31,Wrong Item,Registered
48858,4582,Damaged,Delivered
48864,927,Defective,Not Accepted
48866,3048,Too Expensive,Not Accepted
48899,1947,Quality Issues,Not Accepted
48914,3184,Defective,Not Accepted
48922,849,Damaged,Not Accepted
48925,4127,Wrong Item,Not Accepted
48926,2345,Changed Mind,Delivered
48930,2988,Found a Better Price,Delivered
48936,4204,Damaged,Delivered
48958,597,Wrong Item,Not Accepted
48979,568,Changed Mind,Delivered
48982,1187,Size/Fit Issues,Delivered
48984,833,Too Expensive,Not Accepted
48996,581,Quality Issues,Not Accepted
48998,1206,Not as Expected,Delivered
49002,4222,Quality Issues,Not Accepted
49009,1186,Quality Issues,Not Accepted
49010,133,Found a Better Price,Not Accepted
49041,1875,Changed Mind,Delivered
49044,4108,Found a Better Price,Delivered
49046,1286,Defective,Delivered
49051,643,Duplicate Order,Not Accepted
49062,156,Not as Expected,Delivered
49069,2281,Duplicate Order,Not Accepted
49080,1828,Too Expensive,Sent
49082,58,Defective,Not Accepted
49087,434,Too Expensive,Delivered
49098,310,Changed Mind,Delivered
49108,3072,Changed Mind,Not Accepted
49109,3883,Not as Expected,Not Accepted
49129,2932,Quality Issues,Delivered
49140,3601,Damaged,Delivered
49150,3464,Too Expensive,Delivered
49153,1846,Found a Better Price,Delivered
49163,2185,Damaged,Not Accepted
49165,3126,Changed Mind,Not Accepted
49171,250,Defective,Not Accepted
49172,3993,Quality Issues,Delivered
49182,4738,Wrong Item,Delivered
49183,4438,Quality Issues,Delivered
49195,978,Too Expensive,Delivered
49200,654,Changed Mind,Delivered
49201,2618,Wrong Item,Not Accepted
49213,2435,Not as Expected,Delivered
49224,3096,Not as Expected,Not Accepted
49229,4963,Duplicate Order,Not Accepted
49239,1171,Duplicate Order,Delivered
49243,2037,Quality Issues,Delivered
49247,2,Wrong Item,Not Accepted
49261,1834,Wrong Item,Delivered
49281,719,Duplicate Order,Not Accepted
49283,3032,Size/Fit Issues,Delivered
49288,2929,Wrong Item,Not Accepted
49289,1352,Wrong Item,Received
49292,4935,Found a Better Price,Not Accepted
49297,1473,Duplicate Order,Delivered
49304,1392,Found a Better Price,Not Accepted
49319,2230,Quality Issues,Not Accepted
49337,655,Found a Better Price,Delivered
49339,3559,Defective,Delivered
49355,2837,Quality Issues,Not Accepted
49356,4553,Wrong Item,Not Accepted
49363,3960,Too Expensive,Not Accepted
49372,1604,Quality Issues,Not Accepted
49373,2952,Damaged,Not Accepted
49379,3816,Defective,Delivered
49393,2106,Size/Fit Issues,Not Accepted
49398,4369,Changed Mind,Delivered
49403,4781,Damaged,Delivered
49419,3672,Damaged,Received
49424,3107,Wrong Item,Delivered
49448,1467,Not as Expected,Delivered
49449,2082,Too Expensive,Not Accepted
49454,3692,Changed Mind,Not Accepted
49464,3824,Defective,Not Accepted
49492,668,Too Expensive,Not Accepted
49496,2526,Defective,Not Accepted
49502,3462,Size/Fit Issues,Received
49503,2167,Quality Issues,Delivered
49516,3376,Too Expensive,Sent
49520,4128,Too Expensive,Sent
49526,4513,Changed Mind,Delivered
49538,176,Wrong Item,Delivered
49541,2222,Defective,Not Accepted
49579,3213,Too Expensive,Not Accepted
49586,4731,Quality Issues,Not Accepted
49588,2720,Defective,Not Accepted
49599,2825,Defective,Not Accepted
49606,2250,Changed Mind,Delivered
49608,2574,Quality Issues,Registered
49616,2383,Changed Mind,Delivered
49656,3777,Not as Expected,Sent
49657,3029,Too Expensive,Not Accepted
49661,4354,Size/Fit Issues,Delivered
49668,99,Defective,Registered
49672,492,Quality Issues,Not Accepted
49683,2747,Duplicate Order,Not Accepted
49694,1965,Duplicate Order,Not Accepted
49711,2022,Too Expensive,Delivered
49715,533,Too Expensive,Not Accepted
49727,4178,Damaged,Not Accepted
49747,3939,Size/Fit Issues,Delivered
49750,1114,Defective,Not Accepted
49773,3179,Damaged,Delivered
49777,931,Size/Fit Issues,Delivered
49781,696,Quality Issues,Delivered
49805,4833,Wrong Item,Not Accepted
49806,2618,Found a Better Price,Delivered
49828,3493,Found a Better Price,Not Accepted
49834,1926,Defective,Delivered
49842,4852,Size/Fit Issues,Delivered
49872,489,Found a Better Price,Received
49875,2038,Not as Expected,Not Accepted
49892,3425,Size/Fit Issues,Delivered
49900,4720,Too Expensive,Delivered
49901,1729,Defective,Not Accepted
49922,4451,Changed Mind,Registered
49927,578,Found a Better Price,Not Accepted
49940,4742,Quality Issues,Sent
49948,4205,Wrong Item,Delivered
49954,4788,Found a Better Price,Delivered
49956,1324,Damaged,Delivered
49960,1597,Too Expensive,Registered
49964,3360,Too Expensive,Delivered
49987,241,Not as Expected,Registered
50009,4616,Defective,Delivered
50020,1443,Wrong Item,Delivered
50021,874,Defective,Not Accepted
50048,4868,Changed Mind,Not Accepted
50051,2197,Duplicate Order,Delivered
50055,4061,Changed Mind,Delivered
50056,855,Duplicate Order,Not Accepted
50057,2854,Changed Mind,Not Accepted
50076,4650,Wrong Item,Delivered
50090,4554,Size/Fit Issues,Delivered
50108,1000,Quality Issues,Not Accepted
50113,4216,Duplicate Order,Delivered
50128,2880,Defective,Not Accepted
50132,2807,Defective,Delivered
50141,2604,Size/Fit Issues,Delivered
50155,1713,Not as Expected,Not Accepted
50166,4052,Damaged,Not Accepted
50167,1774,Wrong Item,Not Accepted
50177,568,Changed Mind,Delivered
50187,249,Damaged,Registered
50209,3672,Size/Fit Issues,Not Accepted
50215,1978,Found a Better Price,Delivered
50226,3760,Damaged,Not Accepted
50236,1080,Damaged,Not Accepted
50244,505,Damaged,Not Accepted
50247,2470,Changed Mind,Delivered
50251,1579,Wrong Item,Received
50255,3683,Damaged,Delivered
50273,747,Too Expensive,Received
50274,3105,Size/Fit Issues,Delivered
50276,3924,Wrong Item,Registered
50279,2839,Duplicate Order,Not Accepted
50283,4982,Duplicate Order,Delivered
50312,784,Too Expensive,Delivered
50318,3555,Changed Mind,Not Accepted
50323,3429,Not as Expected,Not Accepted
50343,3571,Too Expensive,Not Accepted
50353,171,Defective,Not Accepted
